"ID";"CPA2008";"Perioden";"Prijsindex_1";"Kwartaalmutaties_2";"Jaarmutaties_3"
"8332";"A042109";"2015KW04";"    99.7";"    -1.3";"    -2.2"
"8333";"A042109";"2015JJ00";"   100.0";"";"    -2.7"
"8334";"A042109";"2016KW01";"    96.0";"    -3.7";"    -4.5"
"8335";"A042109";"2016KW02";"    96.7";"     0.8";"    -2.1"
"8336";"A042109";"2016KW03";"   101.1";"     4.5";"     0.1"
"8337";"A042109";"2016KW04";"    99.8";"    -1.3";"     0.1"
"8338";"A042109";"2016JJ00";"    98.4";"";"    -1.6"
"8339";"A042109";"2017KW01";"    98.1";"    -1.7";"     2.2"
"8340";"A042109";"2017KW02";"    98.7";"     0.7";"     2.1"
"8341";"A042109";"2017KW03";"    99.6";"     0.9";"    -1.5"
"8342";"A042109";"2017KW04";"   100.0";"     0.4";"     0.2"
"8343";"A042109";"2017JJ00";"    99.1";"";"     0.7"
"8344";"A042109";"2018KW01";"   100.2";"     0.2";"     2.1"
"8345";"A042109";"2018KW02";"   101.5";"     1.3";"     2.8"
"8346";"A042109";"2018KW03";"   101.8";"     0.4";"     2.2"
"8347";"A042109";"2018KW04";"   102.5";"     0.7";"     2.5"
"8348";"A042109";"2018JJ00";"   101.5";"";"     2.4"
"8349";"A042109";"2019KW01";"   101.6";"    -0.9";"     1.4"
"8350";"A042109";"2019KW02";"   102.2";"     0.7";"     0.8"
"8351";"A042109";"2019KW03";"   102.4";"     0.1";"     0.6"
"8352";"A042109";"2019KW04";"   104.0";"     1.6";"     1.5"
"8353";"A042109";"2019JJ00";"   102.6";"";"     1.1"
"8354";"A042109";"2020KW01";"   104.7";"     0.6";"     3.1"
"8355";"A042109";"2020KW02";"   104.2";"    -0.5";"     1.9"
"8356";"A042109";"2020KW03";"   104.9";"     0.7";"     2.5"
"8357";"A042109";"2020KW04";"   106.5";"     1.5";"     2.4"
"8358";"A042109";"2020JJ00";"   105.1";"";"     2.5"
"8359";"A042109";"2021KW01";"   105.6";"    -0.9";"     0.9"
"8360";"A042109";"2021KW02";"   108.0";"     2.3";"     3.7"
"8361";"A042109";"2021KW03";"   107.8";"    -0.1";"     2.8"
"8362";"A042109";"2021KW04";"   108.8";"     0.9";"     2.2"
"8363";"A042109";"2021JJ00";"   107.6";"";"     2.4"
"8364";"A042109";"2022KW01";"   110.8";"     1.8";"     5.0"
"8365";"A042109";"2022KW02";"   112.4";"     1.4";"     4.1"
"8366";"A042109";"2022KW03";"   113.2";"     0.7";"     4.9"
"8367";"A042109";"2022KW04";"   115.3";"     1.9";"     5.9"
"8368";"A042109";"2022JJ00";"   112.9";"";"     5.0"
"8369";"A042109";"2023KW01";"   118.8";"     3.1";"     7.2"
"8370";"A042109";"2023KW02";"   119.6";"     0.6";"     6.3"
"8371";"A042109";"2023KW03";"   119.4";"    -0.1";"     5.5"
"8372";"A042109";"2023KW04";"   120.8";"     1.2";"     4.8"
"8373";"A042109";"2023JJ00";"   119.6";"";"     6.0"
"8374";"A042110";"2002KW04";"";"";""
"8375";"A042110";"2003KW01";"";"";""
"8376";"A042110";"2003KW02";"";"";""
"8377";"A042110";"2003KW03";"";"";""
"8378";"A042110";"2003KW04";"";"";""
"8379";"A042110";"2003JJ00";"";"";""
"8380";"A042110";"2004KW01";"";"";""
"8381";"A042110";"2004KW02";"";"";""
"8382";"A042110";"2004KW03";"";"";""
"8383";"A042110";"2004KW04";"";"";""
"8384";"A042110";"2004JJ00";"";"";""
"8385";"A042110";"2005KW01";"";"";""
"8386";"A042110";"2005KW02";"";"";""
"8387";"A042110";"2005KW03";"";"";""
"8388";"A042110";"2005KW04";"";"";""
"8389";"A042110";"2005JJ00";"";"";""
"8390";"A042110";"2006KW01";"   103.5";"";""
"8391";"A042110";"2006KW02";"   101.6";"    -1.8";""
"8392";"A042110";"2006KW03";"   108.0";"     6.3";""
"8393";"A042110";"2006KW04";"   109.1";"     1.1";""
"8394";"A042110";"2006JJ00";"   105.6";"";""
"8395";"A042110";"2007KW01";"   108.9";"    -0.2";"     5.2"
"8396";"A042110";"2007KW02";"   111.4";"     2.3";"     9.6"
"8397";"A042110";"2007KW03";"   114.8";"     3.1";"     6.3"
"8398";"A042110";"2007KW04";"   114.9";"     0.1";"     5.3"
"8399";"A042110";"2007JJ00";"   112.5";"";"     6.6"
"8400";"A042110";"2008KW01";"   112.1";"    -2.4";"     3.0"
"8401";"A042110";"2008KW02";"   113.9";"     1.6";"     2.2"
"8402";"A042110";"2008KW03";"   117.6";"     3.3";"     2.4"
"8403";"A042110";"2008KW04";"   115.5";"    -1.8";"     0.5"
"8404";"A042110";"2008JJ00";"   114.8";"";"     2.0"
"8405";"A042110";"2009KW01";"   111.9";"    -3.1";"    -0.2"
"8406";"A042110";"2009KW02";"   112.4";"     0.5";"    -1.2"
"8407";"A042110";"2009KW03";"   117.6";"     4.6";"     0.0"
"8408";"A042110";"2009KW04";"   114.0";"    -3.1";"    -1.3"
"8409";"A042110";"2009JJ00";"   114.0";"";"    -0.7"
"8410";"A042110";"2010KW01";"   110.1";"    -3.4";"    -1.6"
"8411";"A042110";"2010KW02";"   110.5";"     0.3";"    -1.8"
"8412";"A042110";"2010KW03";"   112.1";"     1.5";"    -4.7"
"8413";"A042110";"2010KW04";"   107.6";"    -4.0";"    -5.6"
"8414";"A042110";"2010JJ00";"   110.0";"";"    -3.5"
"8415";"A042110";"2011KW01";"   105.3";"    -2.1";"    -4.4"
"8416";"A042110";"2011KW02";"   105.5";"     0.2";"    -4.4"
"8417";"A042110";"2011KW03";"   107.9";"     2.2";"    -3.7"
"8418";"A042110";"2011KW04";"   108.6";"     0.6";"     1.0"
"8419";"A042110";"2011JJ00";"   106.8";"";"    -2.9"
