"ID";"CPA2008";"Perioden";"Prijsindex_1";"Kwartaalmutaties_2";"Jaarmutaties_3"
"1990";"A023809";"2019KW02";"   105.8";"     1.3";"    -0.3"
"1991";"A023809";"2019KW03";"   105.8";"     0.0";"    -0.3"
"1992";"A023809";"2019KW04";"   105.3";"    -0.4";"     0.7"
"1993";"A023809";"2019JJ00";"   105.3";"";"     0.5"
"1994";"A023809";"2020KW01";"   104.8";"    -0.5";"     0.4"
"1995";"A023809";"2020KW02";"   107.5";"     2.6";"     1.7"
"1996";"A023809";"2020KW03";"   107.7";"     0.2";"     1.9"
"1997";"A023809";"2020KW04";"   106.5";"    -1.1";"     1.2"
"1998";"A023809";"2020JJ00";"   106.7";"";"     1.3"
"1999";"A023809";"2021KW01";"   107.8";"     1.2";"     2.9"
"2000";"A023809";"2021KW02";"   110.4";"     2.4";"     2.7"
"2001";"A023809";"2021KW03";"   110.8";"     0.4";"     2.9"
"2002";"A023809";"2021KW04";"   109.6";"    -1.2";"     2.8"
"2003";"A023809";"2021JJ00";"   109.7";"";"     2.8"
"2004";"A023809";"2022KW01";"   111.6";"     1.9";"     3.5"
"2005";"A023809";"2022KW02";"   114.1";"     2.2";"     3.4"
"2006";"A023809";"2022KW03";"   114.4";"     0.2";"     3.2"
"2007";"A023809";"2022KW04";"   113.4";"    -0.9";"     3.5"
"2008";"A023809";"2022JJ00";"   113.4";"";"     3.4"
"2009";"A023809";"2023KW01";"   115.4";"     1.8";"     3.4"
"2010";"A023809";"2023KW02";"   117.6";"     1.9";"     3.0"
"2011";"A023809";"2023KW03";"   117.6";"     0.0";"     2.8"
"2012";"A023809";"2023KW04";"   116.5";"    -0.9";"     2.7"
"2013";"A023809";"2023JJ00";"   116.8";"";"     3.0"
"2014";"A023818";"2002KW04";"";"";""
"2015";"A023818";"2003KW01";"";"";""
"2016";"A023818";"2003KW02";"";"";""
"2017";"A023818";"2003KW03";"";"";""
"2018";"A023818";"2003KW04";"";"";""
"2019";"A023818";"2003JJ00";"";"";""
"2020";"A023818";"2004KW01";"";"";""
"2021";"A023818";"2004KW02";"";"";""
"2022";"A023818";"2004KW03";"";"";""
"2023";"A023818";"2004KW04";"";"";""
"2024";"A023818";"2004JJ00";"";"";""
"2025";"A023818";"2005KW01";"";"";""
"2026";"A023818";"2005KW02";"";"";""
"2027";"A023818";"2005KW03";"";"";""
"2028";"A023818";"2005KW04";"";"";""
"2029";"A023818";"2005JJ00";"";"";""
"2030";"A023818";"2006KW01";"       .";"       .";"       ."
"2031";"A023818";"2006KW02";"       .";"       .";"       ."
"2032";"A023818";"2006KW03";"       .";"       .";"       ."
"2033";"A023818";"2006KW04";"       .";"       .";"       ."
"2034";"A023818";"2006JJ00";"       .";"";"       ."
"2035";"A023818";"2007KW01";"       .";"       .";"       ."
"2036";"A023818";"2007KW02";"       .";"       .";"       ."
"2037";"A023818";"2007KW03";"       .";"       .";"       ."
"2038";"A023818";"2007KW04";"       .";"       .";"       ."
"2039";"A023818";"2007JJ00";"       .";"";"       ."
"2040";"A023818";"2008KW01";"       .";"       .";"       ."
"2041";"A023818";"2008KW02";"       .";"       .";"       ."
"2042";"A023818";"2008KW03";"       .";"       .";"       ."
"2043";"A023818";"2008KW04";"       .";"       .";"       ."
"2044";"A023818";"2008JJ00";"       .";"";"       ."
"2045";"A023818";"2009KW01";"       .";"       .";"       ."
"2046";"A023818";"2009KW02";"       .";"       .";"       ."
"2047";"A023818";"2009KW03";"       .";"       .";"       ."
"2048";"A023818";"2009KW04";"       .";"       .";"       ."
"2049";"A023818";"2009JJ00";"       .";"";"       ."
"2050";"A023818";"2010KW01";"       .";"       .";"       ."
"2051";"A023818";"2010KW02";"       .";"       .";"       ."
"2052";"A023818";"2010KW03";"       .";"       .";"       ."
"2053";"A023818";"2010KW04";"       .";"       .";"       ."
"2054";"A023818";"2010JJ00";"       .";"";"       ."
"2055";"A023818";"2011KW01";"       .";"       .";"       ."
"2056";"A023818";"2011KW02";"       .";"       .";"       ."
"2057";"A023818";"2011KW03";"       .";"       .";"       ."
"2058";"A023818";"2011KW04";"       .";"       .";"       ."
"2059";"A023818";"2011JJ00";"       .";"";"       ."
"2060";"A023818";"2012KW01";"       .";"       .";"       ."
"2061";"A023818";"2012KW02";"       .";"       .";"       ."
"2062";"A023818";"2012KW03";"       .";"       .";"       ."
"2063";"A023818";"2012KW04";"       .";"       .";"       ."
"2064";"A023818";"2012JJ00";"       .";"";"       ."
"2065";"A023818";"2013KW01";"       .";"       .";"       ."
"2066";"A023818";"2013KW02";"       .";"       .";"       ."
"2067";"A023818";"2013KW03";"       .";"       .";"       ."
"2068";"A023818";"2013KW04";"       .";"       .";"       ."
"2069";"A023818";"2013JJ00";"       .";"";"       ."
"2070";"A023818";"2014KW01";"       .";"       .";"       ."
"2071";"A023818";"2014KW02";"       .";"       .";"       ."
"2072";"A023818";"2014KW03";"       .";"       .";"       ."
"2073";"A023818";"2014KW04";"    89.3";"       .";"       ."
"2074";"A023818";"2014JJ00";"       .";"";"       ."
"2075";"A023818";"2015KW01";"    88.4";"    -1.0";"       ."
"2076";"A023818";"2015KW02";"    86.0";"    -2.7";"       ."
"2077";"A023818";"2015KW03";"   102.7";"    19.4";"       ."
"2078";"A023818";"2015KW04";"   122.9";"    19.7";"    37.7"
"2079";"A023818";"2015JJ00";"   100.0";"";"       ."
"2080";"A023818";"2016KW01";"    90.9";"   -26.1";"     2.9"
"2081";"A023818";"2016KW02";"    84.8";"    -6.7";"    -1.3"
"2082";"A023818";"2016KW03";"    86.3";"     1.7";"   -16.0"
"2083";"A023818";"2016KW04";"   102.2";"    18.4";"   -16.9"
"2084";"A023818";"2016JJ00";"    91.1";"";"    -8.9"
"2085";"A023818";"2017KW01";"   111.7";"     9.2";"    22.8"
"2086";"A023818";"2017KW02";"   104.9";"    -6.0";"    23.7"
"2087";"A023818";"2017KW03";"   106.9";"     1.9";"    23.9"
"2088";"A023818";"2017KW04";"   109.0";"     1.9";"     6.6"
"2089";"A023818";"2017JJ00";"   108.1";"";"    18.7"
"2090";"A023818";"2018KW01";"   107.9";"    -1.0";"    -3.4"
"2091";"A023818";"2018KW02";"   105.8";"    -1.9";"     0.8"
"2092";"A023818";"2018KW03";"   134.2";"    26.8";"    25.5"
"2093";"A023818";"2018KW04";"   166.1";"    23.8";"    52.4"
"2094";"A023818";"2018JJ00";"   128.5";"";"    18.8"
"2095";"A023818";"2019KW01";"   129.1";"   -22.3";"    19.7"
"2096";"A023818";"2019KW02";"   122.7";"    -4.9";"    16.0"
"2097";"A023818";"2019KW03";"   120.2";"    -2.0";"   -10.4"
"2098";"A023818";"2019KW04";"   118.5";"    -1.5";"   -28.7"
"2099";"A023818";"2019JJ00";"   122.6";"";"    -4.5"
"2100";"A023818";"2020KW01";"   115.2";"    -2.8";"   -10.7"
"2101";"A023818";"2020KW02";"   109.2";"    -5.2";"   -11.0"
"2102";"A023818";"2020KW03";"   105.8";"    -3.2";"   -12.0"
"2103";"A023818";"2020KW04";"   106.9";"     1.1";"    -9.8"
"2104";"A023818";"2020JJ00";"   109.3";"";"   -10.9"
"2105";"A023818";"2021KW01";"   107.3";"     0.4";"    -6.9"
"2106";"A023818";"2021KW02";"   108.6";"     1.3";"    -0.5"
"2107";"A023818";"2021KW03";"   110.4";"     1.6";"     4.3"
"2108";"A023818";"2021KW04";"   138.0";"    25.1";"    29.1"
"2109";"A023818";"2021JJ00";"   116.1";"";"     6.2"
"2110";"A023818";"2022KW01";"   141.3";"     2.4";"    31.7"
"2111";"A023818";"2022KW02";"   152.8";"     8.2";"    40.7"
"2112";"A023818";"2022KW03";"   194.2";"    27.1";"    76.0"
"2113";"A023818";"2022KW04";"   173.0";"   -10.9";"    25.4"
"2114";"A023818";"2022JJ00";"   165.3";"";"    42.5"
"2115";"A023818";"2023KW01";"   158.2";"    -8.6";"    12.0"
"2116";"A023818";"2023KW02";"   142.7";"    -9.8";"    -6.6"
"2117";"A023818";"2023KW03";"   138.1";"    -3.3";"   -28.9"
"2118";"A023818";"2023KW04";"   144.5";"     4.6";"   -16.5"
"2119";"A023818";"2023JJ00";"   145.9";"";"   -11.8"
"2120";"A023829";"2002KW04";"";"";""
"2121";"A023829";"2003KW01";"";"";""
"2122";"A023829";"2003KW02";"";"";""
"2123";"A023829";"2003KW03";"";"";""
"2124";"A023829";"2003KW04";"";"";""
"2125";"A023829";"2003JJ00";"";"";""
"2126";"A023829";"2004KW01";"";"";""
"2127";"A023829";"2004KW02";"";"";""
"2128";"A023829";"2004KW03";"";"";""
"2129";"A023829";"2004KW04";"";"";""
"2130";"A023829";"2004JJ00";"";"";""
"2131";"A023829";"2005KW01";"";"";""
"2132";"A023829";"2005KW02";"";"";""
"2133";"A023829";"2005KW03";"";"";""
"2134";"A023829";"2005KW04";"";"";""
"2135";"A023829";"2005JJ00";"";"";""
"2136";"A023829";"2006KW01";"       .";"       .";"       ."
"2137";"A023829";"2006KW02";"       .";"       .";"       ."
"2138";"A023829";"2006KW03";"       .";"       .";"       ."
"2139";"A023829";"2006KW04";"       .";"       .";"       ."
"2140";"A023829";"2006JJ00";"       .";"";"       ."
"2141";"A023829";"2007KW01";"       .";"       .";"       ."
"2142";"A023829";"2007KW02";"       .";"       .";"       ."
"2143";"A023829";"2007KW03";"       .";"       .";"       ."
"2144";"A023829";"2007KW04";"       .";"       .";"       ."
"2145";"A023829";"2007JJ00";"       .";"";"       ."
"2146";"A023829";"2008KW01";"       .";"       .";"       ."
"2147";"A023829";"2008KW02";"       .";"       .";"       ."
"2148";"A023829";"2008KW03";"       .";"       .";"       ."
"2149";"A023829";"2008KW04";"       .";"       .";"       ."
"2150";"A023829";"2008JJ00";"       .";"";"       ."
"2151";"A023829";"2009KW01";"       .";"       .";"       ."
"2152";"A023829";"2009KW02";"       .";"       .";"       ."
"2153";"A023829";"2009KW03";"       .";"       .";"       ."
"2154";"A023829";"2009KW04";"       .";"       .";"       ."
"2155";"A023829";"2009JJ00";"       .";"";"       ."
"2156";"A023829";"2010KW01";"       .";"       .";"       ."
"2157";"A023829";"2010KW02";"       .";"       .";"       ."
"2158";"A023829";"2010KW03";"       .";"       .";"       ."
"2159";"A023829";"2010KW04";"       .";"       .";"       ."
"2160";"A023829";"2010JJ00";"       .";"";"       ."
"2161";"A023829";"2011KW01";"       .";"       .";"       ."
"2162";"A023829";"2011KW02";"       .";"       .";"       ."
"2163";"A023829";"2011KW03";"       .";"       .";"       ."
"2164";"A023829";"2011KW04";"       .";"       .";"       ."
"2165";"A023829";"2011JJ00";"       .";"";"       ."
"2166";"A023829";"2012KW01";"       .";"       .";"       ."
"2167";"A023829";"2012KW02";"       .";"       .";"       ."
"2168";"A023829";"2012KW03";"       .";"       .";"       ."
"2169";"A023829";"2012KW04";"       .";"       .";"       ."
"2170";"A023829";"2012JJ00";"       .";"";"       ."
"2171";"A023829";"2013KW01";"       .";"       .";"       ."
"2172";"A023829";"2013KW02";"       .";"       .";"       ."
"2173";"A023829";"2013KW03";"       .";"       .";"       ."
"2174";"A023829";"2013KW04";"       .";"       .";"       ."
"2175";"A023829";"2013JJ00";"       .";"";"       ."
"2176";"A023829";"2014KW01";"       .";"       .";"       ."
"2177";"A023829";"2014KW02";"       .";"       .";"       ."
"2178";"A023829";"2014KW03";"       .";"       .";"       ."
"2179";"A023829";"2014KW04";"       .";"       .";"       ."
"2180";"A023829";"2014JJ00";"       .";"";"       ."
"2181";"A023829";"2015KW01";"    99.4";"       .";"       ."
"2182";"A023829";"2015KW02";"   100.3";"     0.9";"       ."
"2183";"A023829";"2015KW03";"   102.2";"     1.9";"       ."
"2184";"A023829";"2015KW04";"    98.1";"    -4.0";"       ."
"2185";"A023829";"2015JJ00";"   100.0";"";"       ."
"2186";"A023829";"2016KW01";"    93.9";"    -4.3";"    -5.5"
"2187";"A023829";"2016KW02";"    93.3";"    -0.7";"    -7.0"
"2188";"A023829";"2016KW03";"    95.8";"     2.7";"    -6.3"
"2189";"A023829";"2016KW04";"    92.4";"    -3.5";"    -5.8"
"2190";"A023829";"2016JJ00";"    93.8";"";"    -6.2"
"2191";"A023829";"2017KW01";"    92.2";"    -0.3";"    -1.8"
"2192";"A023829";"2017KW02";"    94.5";"     2.5";"     1.3"
"2193";"A023829";"2017KW03";"    97.0";"     2.7";"     1.3"
"2194";"A023829";"2017KW04";"    93.3";"    -3.8";"     1.0"
"2195";"A023829";"2017JJ00";"    94.2";"";"     0.4"
"2196";"A023829";"2018KW01";"    90.1";"    -3.4";"    -2.2"
"2197";"A023829";"2018KW02";"    93.9";"     4.2";"    -0.7"
"2198";"A023829";"2018KW03";"    98.8";"     5.3";"     1.9"
"2199";"A023829";"2018KW04";"    95.7";"    -3.2";"     2.5"
"2200";"A023829";"2018JJ00";"    94.6";"";"     0.4"
"2201";"A023829";"2019KW01";"    89.3";"    -6.7";"    -0.9"
"2202";"A023829";"2019KW02";"    95.4";"     6.8";"     1.6"
"2203";"A023829";"2019KW03";"    98.1";"     2.9";"    -0.7"
"2204";"A023829";"2019KW04";"    92.4";"    -5.8";"    -3.4"
"2205";"A023829";"2019JJ00";"    93.8";"";"    -0.9"
"2206";"A023829";"2020KW01";"    89.6";"    -3.1";"     0.3"
"2207";"A023829";"2020KW02";"       .";"       .";"       ."
"2208";"A023829";"2020KW03";"   101.4";"       .";"     3.3"
"2209";"A023829";"2020KW04";"    93.4";"    -7.8";"     1.1"
"2210";"A023829";"2020JJ00";"       .";"";"       ."
"2211";"A023829";"2021KW01";"       .";"       .";"       ."
"2212";"A023829";"2021KW02";"    98.1";"       .";"       ."
"2213";"A023829";"2021KW03";"   100.0";"     1.9";"    -1.3"
"2214";"A023829";"2021KW04";"   104.4";"     4.4";"    11.7"
"2215";"A023829";"2021JJ00";"       .";"";"       ."
"2216";"A023829";"2022KW01";"   101.5";"    -2.8";"       ."
"2217";"A023829";"2022KW02";"   115.0";"    13.3";"    17.2"
"2218";"A023829";"2022KW03";"   128.2";"    11.5";"    28.2"
"2219";"A023829";"2022KW04";"   121.4";"    -5.3";"    16.3"
"2220";"A023829";"2022JJ00";"   116.5";"";"       ."
"2221";"A023829";"2023KW01";"   112.9";"    -7.0";"    11.3"
"2222";"A023829";"2023KW02";"   120.6";"     6.8";"     4.8"
"2223";"A023829";"2023KW03";"   121.0";"     0.3";"    -5.6"
"2224";"A023829";"2023KW04";"   113.7";"    -6.0";"    -6.3"
"2225";"A023829";"2023JJ00";"   117.1";"";"     0.4"
"2226";"A023830";"2002KW04";"";"";""
"2227";"A023830";"2003KW01";"";"";""
"2228";"A023830";"2003KW02";"";"";""
"2229";"A023830";"2003KW03";"";"";""
"2230";"A023830";"2003KW04";"";"";""
"2231";"A023830";"2003JJ00";"";"";""
"2232";"A023830";"2004KW01";"";"";""
"2233";"A023830";"2004KW02";"";"";""
"2234";"A023830";"2004KW03";"";"";""
"2235";"A023830";"2004KW04";"";"";""
"2236";"A023830";"2004JJ00";"";"";""
"2237";"A023830";"2005KW01";"";"";""
"2238";"A023830";"2005KW02";"";"";""
"2239";"A023830";"2005KW03";"";"";""
"2240";"A023830";"2005KW04";"";"";""
"2241";"A023830";"2005JJ00";"";"";""
"2242";"A023830";"2006KW01";"       .";"       .";"       ."
"2243";"A023830";"2006KW02";"       .";"       .";"       ."
"2244";"A023830";"2006KW03";"       .";"       .";"       ."
"2245";"A023830";"2006KW04";"       .";"       .";"       ."
"2246";"A023830";"2006JJ00";"       .";"";"       ."
"2247";"A023830";"2007KW01";"       .";"       .";"       ."
"2248";"A023830";"2007KW02";"       .";"       .";"       ."
"2249";"A023830";"2007KW03";"       .";"       .";"       ."
"2250";"A023830";"2007KW04";"       .";"       .";"       ."
"2251";"A023830";"2007JJ00";"       .";"";"       ."
"2252";"A023830";"2008KW01";"       .";"       .";"       ."
"2253";"A023830";"2008KW02";"       .";"       .";"       ."
"2254";"A023830";"2008KW03";"       .";"       .";"       ."
"2255";"A023830";"2008KW04";"       .";"       .";"       ."
"2256";"A023830";"2008JJ00";"       .";"";"       ."
"2257";"A023830";"2009KW01";"       .";"       .";"       ."
"2258";"A023830";"2009KW02";"       .";"       .";"       ."
"2259";"A023830";"2009KW03";"       .";"       .";"       ."
"2260";"A023830";"2009KW04";"       .";"       .";"       ."
"2261";"A023830";"2009JJ00";"       .";"";"       ."
"2262";"A023830";"2010KW01";"       .";"       .";"       ."
"2263";"A023830";"2010KW02";"       .";"       .";"       ."
"2264";"A023830";"2010KW03";"       .";"       .";"       ."
"2265";"A023830";"2010KW04";"       .";"       .";"       ."
"2266";"A023830";"2010JJ00";"       .";"";"       ."
"2267";"A023830";"2011KW01";"       .";"       .";"       ."
"2268";"A023830";"2011KW02";"       .";"       .";"       ."
"2269";"A023830";"2011KW03";"       .";"       .";"       ."
"2270";"A023830";"2011KW04";"       .";"       .";"       ."
"2271";"A023830";"2011JJ00";"       .";"";"       ."
"2272";"A023830";"2012KW01";"       .";"       .";"       ."
"2273";"A023830";"2012KW02";"       .";"       .";"       ."
"2274";"A023830";"2012KW03";"       .";"       .";"       ."
"2275";"A023830";"2012KW04";"       .";"       .";"       ."
"2276";"A023830";"2012JJ00";"       .";"";"       ."
"2277";"A023830";"2013KW01";"       .";"       .";"       ."
"2278";"A023830";"2013KW02";"       .";"       .";"       ."
"2279";"A023830";"2013KW03";"       .";"       .";"       ."
"2280";"A023830";"2013KW04";"       .";"       .";"       ."
"2281";"A023830";"2013JJ00";"       .";"";"       ."
"2282";"A023830";"2014KW01";"       .";"       .";"       ."
"2283";"A023830";"2014KW02";"       .";"       .";"       ."
"2284";"A023830";"2014KW03";"       .";"       .";"       ."
"2285";"A023830";"2014KW04";"       .";"       .";"       ."
"2286";"A023830";"2014JJ00";"       .";"";"       ."
"2287";"A023830";"2015KW01";"    98.5";"       .";"       ."
"2288";"A023830";"2015KW02";"    99.7";"     1.3";"       ."
"2289";"A023830";"2015KW03";"   103.6";"     3.9";"       ."
"2290";"A023830";"2015KW04";"    98.2";"    -5.3";"       ."
"2291";"A023830";"2015JJ00";"   100.0";"";"       ."
"2292";"A023830";"2016KW01";"    93.6";"    -4.6";"    -4.9"
"2293";"A023830";"2016KW02";"    94.2";"     0.7";"    -5.5"
"2294";"A023830";"2016KW03";"    97.4";"     3.4";"    -6.0"
"2295";"A023830";"2016KW04";"    93.0";"    -4.6";"    -5.3"
"2296";"A023830";"2016JJ00";"    94.6";"";"    -5.4"
"2297";"A023830";"2017KW01";"    92.2";"    -0.9";"    -1.5"
"2298";"A023830";"2017KW02";"    95.7";"     3.8";"     1.6"
"2299";"A023830";"2017KW03";"    99.4";"     3.8";"     2.0"
"2300";"A023830";"2017KW04";"    94.0";"    -5.4";"     1.1"
"2301";"A023830";"2017JJ00";"    95.3";"";"     0.8"
"2302";"A023830";"2018KW01";"    90.2";"    -4.1";"    -2.2"
"2303";"A023830";"2018KW02";"    94.7";"     5.0";"    -1.1"
"2304";"A023830";"2018KW03";"   100.5";"     6.1";"     1.1"
"2305";"A023830";"2018KW04";"    93.2";"    -7.3";"    -0.9"
"2306";"A023830";"2018JJ00";"    94.6";"";"    -0.7"
"2307";"A023830";"2019KW01";"    88.5";"    -5.0";"    -1.8"
"2308";"A023830";"2019KW02";"    96.5";"     9.0";"     1.9"
"2309";"A023830";"2019KW03";"   100.2";"     3.9";"    -0.3"
"2310";"A023830";"2019KW04";"    93.0";"    -7.2";"    -0.2"
"2311";"A023830";"2019JJ00";"    94.5";"";"    -0.1"
"2312";"A023830";"2020KW01";"    89.3";"    -4.0";"     0.9"
"2313";"A023830";"2020KW02";"       .";"       .";"       ."
"2314";"A023830";"2020KW03";"    97.5";"       .";"    -2.7"
"2315";"A023830";"2020KW04";"    86.3";"   -11.4";"    -7.2"
"2316";"A023830";"2020JJ00";"       .";"";"       ."
"2317";"A023830";"2021KW01";"       .";"       .";"       ."
"2318";"A023830";"2021KW02";"    91.8";"       .";"       ."
"2319";"A023830";"2021KW03";"    94.0";"     2.4";"    -3.5"
"2320";"A023830";"2021KW04";"    96.2";"     2.3";"    11.4"
"2321";"A023830";"2021JJ00";"       .";"";"       ."
"2322";"A023830";"2022KW01";"    92.6";"    -3.7";"       ."
"2323";"A023830";"2022KW02";"   108.7";"    17.4";"    18.4"
"2324";"A023830";"2022KW03";"   125.3";"    15.3";"    33.3"
"2325";"A023830";"2022KW04";"   117.0";"    -6.6";"    21.7"
"2326";"A023830";"2022JJ00";"   110.9";"";"       ."
"2327";"A023830";"2023KW01";"   108.8";"    -7.0";"    17.4"
"2328";"A023830";"2023KW02";"   121.1";"    11.3";"    11.4"
"2329";"A023830";"2023KW03";"   124.8";"     3.0";"    -0.4"
"2330";"A023830";"2023KW04";"   116.2";"    -6.9";"    -0.7"
"2331";"A023830";"2023JJ00";"   117.7";"";"     6.1"
"2332";"A023840";"2002KW04";"";"";""
"2333";"A023840";"2003KW01";"";"";""
"2334";"A023840";"2003KW02";"";"";""
"2335";"A023840";"2003KW03";"";"";""
"2336";"A023840";"2003KW04";"";"";""
"2337";"A023840";"2003JJ00";"";"";""
"2338";"A023840";"2004KW01";"";"";""
"2339";"A023840";"2004KW02";"";"";""
"2340";"A023840";"2004KW03";"";"";""
"2341";"A023840";"2004KW04";"";"";""
"2342";"A023840";"2004JJ00";"";"";""
"2343";"A023840";"2005KW01";"";"";""
"2344";"A023840";"2005KW02";"";"";""
"2345";"A023840";"2005KW03";"";"";""
"2346";"A023840";"2005KW04";"";"";""
"2347";"A023840";"2005JJ00";"";"";""
"2348";"A023840";"2006KW01";"       .";"       .";"       ."
"2349";"A023840";"2006KW02";"       .";"       .";"       ."
"2350";"A023840";"2006KW03";"       .";"       .";"       ."
"2351";"A023840";"2006KW04";"       .";"       .";"       ."
"2352";"A023840";"2006JJ00";"       .";"";"       ."
"2353";"A023840";"2007KW01";"       .";"       .";"       ."
"2354";"A023840";"2007KW02";"       .";"       .";"       ."
"2355";"A023840";"2007KW03";"       .";"       .";"       ."
"2356";"A023840";"2007KW04";"       .";"       .";"       ."
"2357";"A023840";"2007JJ00";"       .";"";"       ."
"2358";"A023840";"2008KW01";"       .";"       .";"       ."
"2359";"A023840";"2008KW02";"       .";"       .";"       ."
"2360";"A023840";"2008KW03";"       .";"       .";"       ."
"2361";"A023840";"2008KW04";"       .";"       .";"       ."
"2362";"A023840";"2008JJ00";"       .";"";"       ."
"2363";"A023840";"2009KW01";"       .";"       .";"       ."
"2364";"A023840";"2009KW02";"       .";"       .";"       ."
"2365";"A023840";"2009KW03";"       .";"       .";"       ."
"2366";"A023840";"2009KW04";"       .";"       .";"       ."
"2367";"A023840";"2009JJ00";"       .";"";"       ."
"2368";"A023840";"2010KW01";"       .";"       .";"       ."
"2369";"A023840";"2010KW02";"       .";"       .";"       ."
"2370";"A023840";"2010KW03";"       .";"       .";"       ."
"2371";"A023840";"2010KW04";"       .";"       .";"       ."
"2372";"A023840";"2010JJ00";"       .";"";"       ."
"2373";"A023840";"2011KW01";"       .";"       .";"       ."
"2374";"A023840";"2011KW02";"       .";"       .";"       ."
"2375";"A023840";"2011KW03";"       .";"       .";"       ."
"2376";"A023840";"2011KW04";"       .";"       .";"       ."
"2377";"A023840";"2011JJ00";"       .";"";"       ."
"2378";"A023840";"2012KW01";"       .";"       .";"       ."
"2379";"A023840";"2012KW02";"       .";"       .";"       ."
"2380";"A023840";"2012KW03";"       .";"       .";"       ."
"2381";"A023840";"2012KW04";"       .";"       .";"       ."
"2382";"A023840";"2012JJ00";"       .";"";"       ."
"2383";"A023840";"2013KW01";"       .";"       .";"       ."
"2384";"A023840";"2013KW02";"       .";"       .";"       ."
"2385";"A023840";"2013KW03";"       .";"       .";"       ."
"2386";"A023840";"2013KW04";"       .";"       .";"       ."
"2387";"A023840";"2013JJ00";"       .";"";"       ."
"2388";"A023840";"2014KW01";"       .";"       .";"       ."
"2389";"A023840";"2014KW02";"       .";"       .";"       ."
"2390";"A023840";"2014KW03";"       .";"       .";"       ."
"2391";"A023840";"2014KW04";"       .";"       .";"       ."
"2392";"A023840";"2014JJ00";"       .";"";"       ."
"2393";"A023840";"2015KW01";"       .";"       .";"       ."
"2394";"A023840";"2015KW02";"       .";"       .";"       ."
"2395";"A023840";"2015KW03";"       .";"       .";"       ."
"2396";"A023840";"2015KW04";"       .";"       .";"       ."
"2397";"A023840";"2015JJ00";"       .";"";"       ."
"2398";"A023840";"2016KW01";"       .";"       .";"       ."
"2399";"A023840";"2016KW02";"       .";"       .";"       ."
"2400";"A023840";"2016KW03";"       .";"       .";"       ."
"2401";"A023840";"2016KW04";"       .";"       .";"       ."
"2402";"A023840";"2016JJ00";"       .";"";"       ."
"2403";"A023840";"2017KW01";"       .";"       .";"       ."
"2404";"A023840";"2017KW02";"       .";"       .";"       ."
"2405";"A023840";"2017KW03";"       .";"       .";"       ."
"2406";"A023840";"2017KW04";"       .";"       .";"       ."
"2407";"A023840";"2017JJ00";"       .";"";"       ."
"2408";"A023840";"2018KW01";"       .";"       .";"       ."
"2409";"A023840";"2018KW02";"       .";"       .";"       ."
"2410";"A023840";"2018KW03";"       .";"       .";"       ."
"2411";"A023840";"2018KW04";"       .";"       .";"       ."
"2412";"A023840";"2018JJ00";"       .";"";"       ."
"2413";"A023840";"2019KW01";"       .";"       .";"       ."
"2414";"A023840";"2019KW02";"       .";"       .";"       ."
"2415";"A023840";"2019KW03";"       .";"       .";"       ."
"2416";"A023840";"2019KW04";"       .";"       .";"       ."
"2417";"A023840";"2019JJ00";"       .";"";"       ."
"2418";"A023840";"2020KW01";"       .";"       .";"       ."
"2419";"A023840";"2020KW02";"       .";"       .";"       ."
"2420";"A023840";"2020KW03";"       .";"       .";"       ."
"2421";"A023840";"2020KW04";"       .";"       .";"       ."
"2422";"A023840";"2020JJ00";"       .";"";"       ."
"2423";"A023840";"2021KW01";"       .";"       .";"       ."
"2424";"A023840";"2021KW02";"       .";"       .";"       ."
"2425";"A023840";"2021KW03";"       .";"       .";"       ."
"2426";"A023840";"2021KW04";"       .";"       .";"       ."
"2427";"A023840";"2021JJ00";"       .";"";"       ."
"2428";"A023840";"2022KW01";"       .";"       .";"       ."
"2429";"A023840";"2022KW02";"       .";"       .";"       ."
"2430";"A023840";"2022KW03";"       .";"       .";"       ."
"2431";"A023840";"2022KW04";"       .";"       .";"       ."
"2432";"A023840";"2022JJ00";"       .";"";"       ."
"2433";"A023840";"2023KW01";"       .";"       .";"       ."
"2434";"A023840";"2023KW02";"       .";"       .";"       ."
"2435";"A023840";"2023KW03";"       .";"       .";"       ."
"2436";"A023840";"2023KW04";"       .";"       .";"       ."
"2437";"A023840";"2023JJ00";"       .";"";"       ."
"2438";"A023853";"2002KW04";"";"";""
"2439";"A023853";"2003KW01";"";"";""
"2440";"A023853";"2003KW02";"";"";""
"2441";"A023853";"2003KW03";"";"";""
"2442";"A023853";"2003KW04";"";"";""
"2443";"A023853";"2003JJ00";"";"";""
"2444";"A023853";"2004KW01";"";"";""
"2445";"A023853";"2004KW02";"";"";""
"2446";"A023853";"2004KW03";"";"";""
"2447";"A023853";"2004KW04";"";"";""
"2448";"A023853";"2004JJ00";"";"";""
"2449";"A023853";"2005KW01";"";"";""
"2450";"A023853";"2005KW02";"";"";""
"2451";"A023853";"2005KW03";"";"";""
"2452";"A023853";"2005KW04";"";"";""
"2453";"A023853";"2005JJ00";"";"";""
"2454";"A023853";"2006KW01";"    86.9";"";""
"2455";"A023853";"2006KW02";"    88.1";"     1.5";""
"2456";"A023853";"2006KW03";"    88.0";"    -0.1";""
"2457";"A023853";"2006KW04";"    89.0";"     1.1";""
"2458";"A023853";"2006JJ00";"    88.0";"";""
"2459";"A023853";"2007KW01";"    89.6";"     0.7";"     3.1"
